epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
151,11698.7,1.47263,1.51196,1.94531,0.86286,0.86037,0.90664,0.63012,1.20161,0.98834,1.9646,0.000721645,0.000721645,0.000721645
152,11779.2,1.46477,1.57451,1.96217,0.86786,0.87534,0.91543,0.64819,1.11346,0.99438,1.91234,0.000714238,0.000714238,0.000714238
153,11842,1.46626,1.52968,1.96339,0.87956,0.86179,0.90701,0.62105,1.16999,0.96861,1.9496,0.000706831,0.000706831,0.000706831
154,11924.5,1.44594,1.49855,1.95755,0.9562,0.86471,0.9136,0.66074,1.11854,0.94082,1.89033,0.000699426,0.000699426,0.000699426
155,12004.7,1.44713,1.52831,1.93921,0.90145,0.87703,0.91456,0.65749,1.13284,0.95015,1.8918,0.000692024,0.000692024,0.000692024
156,12073.3,1.46466,1.5349,1.9495,0.95879,0.85872,0.91316,0.65369,1.14661,0.92701,1.88329,0.000684625,0.000684625,0.000684625
157,12154.9,1.43097,1.42084,1.89828,0.94604,0.83419,0.91166,0.65961,1.1336,0.95019,1.85905,0.00067723,0.00067723,0.00067723
158,12235.8,1.44407,1.50674,1.92844,0.91128,0.84514,0.90124,0.67839,1.07547,0.94451,1.87889,0.00066984,0.00066984,0.00066984
159,12301.4,1.4584,1.52528,1.94335,0.91827,0.86818,0.912,0.65913,1.09124,0.91229,1.89328,0.000662455,0.000662455,0.000662455
160,12380.4,1.4563,1.48912,1.92708,0.93262,0.84714,0.91239,0.67045,1.07682,0.92018,1.86665,0.000655077,0.000655077,0.000655077
161,12460.4,1.38737,1.43395,1.89293,0.92444,0.85089,0.91217,0.65273,1.12189,0.91878,1.90596,0.000647706,0.000647706,0.000647706
162,12526,1.40185,1.43639,1.91122,0.91221,0.85086,0.90913,0.6605,1.17691,0.88551,1.93977,0.000640344,0.000640344,0.000640344
163,12606.1,1.4466,1.5161,1.92777,0.91127,0.90849,0.92166,0.6705,1.10864,0.90034,1.86907,0.00063299,0.00063299,0.00063299
164,12686,1.40747,1.42031,1.88622,0.89159,0.90688,0.9217,0.68694,1.0925,0.8669,1.85626,0.000625646,0.000625646,0.000625646
165,12752.3,1.41363,1.48389,1.90313,0.88053,0.8691,0.91608,0.67892,1.06996,0.9005,1.83046,0.000618312,0.000618312,0.000618312
166,12835.3,1.38679,1.45248,1.91744,0.89274,0.85813,0.91241,0.67398,1.07221,0.85765,1.85672,0.00061099,0.00061099,0.00061099
167,12914.6,1.42502,1.47758,1.92279,0.88969,0.86982,0.91423,0.67523,1.07336,0.86239,1.84496,0.00060368,0.00060368,0.00060368
168,12981.9,1.40957,1.50811,1.9237,0.85639,0.87497,0.91549,0.68421,1.07462,0.91014,1.85829,0.000596383,0.000596383,0.000596383
169,13062.1,1.42165,1.45089,1.91805,0.88028,0.88079,0.90975,0.68437,1.07918,0.92244,1.83068,0.0005891,0.0005891,0.0005891
170,13142,1.38413,1.39048,1.87975,0.86416,0.87477,0.90976,0.67332,1.07347,0.9225,1.83806,0.000581831,0.000581831,0.000581831
171,13207.7,1.3902,1.42179,1.89674,0.90147,0.84454,0.91146,0.67849,1.10982,0.90309,1.87415,0.000574578,0.000574578,0.000574578
172,13289.4,1.40299,1.40589,1.88116,0.89008,0.86804,0.91408,0.66315,1.12693,0.85442,1.87703,0.00056734,0.00056734,0.00056734
173,13369.3,1.40963,1.46488,1.90667,0.91512,0.84232,0.91959,0.66537,1.06462,0.86158,1.83891,0.00056012,0.00056012,0.00056012
174,13433.6,1.37149,1.3783,1.83621,0.91898,0.85518,0.91281,0.67026,1.09651,0.87848,1.85275,0.000552917,0.000552917,0.000552917
175,13514.4,1.37932,1.40311,1.87507,0.90957,0.9021,0.91265,0.68461,1.05399,0.86664,1.79401,0.000545733,0.000545733,0.000545733
176,13594.6,1.35023,1.34755,1.84123,0.87984,0.8806,0.90978,0.67829,1.06626,0.86677,1.86087,0.000538568,0.000538568,0.000538568
177,13666.8,1.37765,1.39748,1.87271,0.92693,0.8784,0.9133,0.69824,1.03402,0.87554,1.81021,0.000531423,0.000531423,0.000531423
178,13746.7,1.34706,1.37929,1.84699,0.86426,0.86902,0.9022,0.68995,1.05309,0.88246,1.81279,0.000524299,0.000524299,0.000524299
179,13827.2,1.40492,1.45434,1.89703,0.94364,0.85711,0.90505,0.69555,1.03223,0.85542,1.81423,0.000517197,0.000517197,0.000517197
180,13894.2,1.37962,1.4105,1.87429,0.89906,0.8851,0.91393,0.69572,1.05229,0.83894,1.82391,0.000510117,0.000510117,0.000510117
181,13974.5,1.3888,1.38786,1.86974,0.90236,0.86115,0.91025,0.66961,1.05643,0.869,1.80093,0.00050306,0.00050306,0.00050306
182,14055.1,1.38401,1.401,1.85938,0.88467,0.84574,0.90864,0.69005,1.05003,0.83636,1.81839,0.000496028,0.000496028,0.000496028
183,14129,1.30603,1.31757,1.81573,0.8575,0.85645,0.90378,0.68619,1.05268,0.8527,1.81726,0.00048902,0.00048902,0.00048902
184,14211,1.40443,1.39427,1.86323,0.88516,0.89185,0.92185,0.6813,1.0424,0.85075,1.81187,0.000482037,0.000482037,0.000482037
185,14290.5,1.35246,1.35441,1.85142,0.89679,0.86523,0.91101,0.67841,1.06002,0.85956,1.80074,0.000475081,0.000475081,0.000475081
186,14356.9,1.3267,1.3366,1.8327,0.8597,0.86593,0.9112,0.68104,1.08892,0.85548,1.82723,0.000468152,0.000468152,0.000468152
187,14437,1.3951,1.43064,1.88077,0.84995,0.87181,0.90705,0.67095,1.03189,0.85943,1.80325,0.00046125,0.00046125,0.00046125
188,14516.7,1.36297,1.40958,1.85581,0.92745,0.8285,0.9194,0.66709,1.03337,0.82941,1.7914,0.000454377,0.000454377,0.000454377
189,14587.4,1.35815,1.36269,1.82074,0.90087,0.83116,0.90689,0.66485,1.02168,0.82093,1.78777,0.000447534,0.000447534,0.000447534
190,14669.4,1.34096,1.34595,1.84845,0.92469,0.86279,0.91233,0.68628,1.01083,0.82349,1.78548,0.00044072,0.00044072,0.00044072
191,14750,1.35225,1.34046,1.8236,0.88275,0.8814,0.91295,0.68244,1.05198,0.82976,1.81781,0.000433938,0.000433938,0.000433938
192,14813.3,1.36392,1.36689,1.83451,0.89654,0.84162,0.90516,0.68286,1.09727,0.82426,1.84558,0.000427187,0.000427187,0.000427187
193,14894.8,1.32838,1.32076,1.82727,0.89626,0.84485,0.90944,0.69547,1.05152,0.82406,1.8199,0.000420468,0.000420468,0.000420468
194,14974.1,1.32884,1.37976,1.85662,0.94941,0.80484,0.90829,0.6715,1.08621,0.81864,1.84798,0.000413782,0.000413782,0.000413782
195,15047,1.31368,1.35645,1.8311,0.93524,0.86113,0.90894,0.6865,1.03583,0.8352,1.79962,0.00040713,0.00040713,0.00040713
196,15128.7,1.35625,1.34229,1.84074,0.94058,0.85966,0.91337,0.698,1.02362,0.85037,1.77088,0.000400513,0.000400513,0.000400513
197,15208.3,1.30841,1.33066,1.80524,0.9338,0.84386,0.90819,0.69664,1.01071,0.81854,1.79917,0.00039393,0.00039393,0.00039393
198,15278.5,1.35487,1.37749,1.83301,0.91801,0.8424,0.91024,0.69456,1.01114,0.80399,1.78512,0.000387384,0.000387384,0.000387384
199,15359.2,1.31822,1.31953,1.81822,0.93754,0.84994,0.92223,0.67636,1.0302,0.80576,1.8019,0.000380874,0.000380874,0.000380874
200,15439.9,1.28529,1.30671,1.78651,0.82763,0.92336,0.92168,0.70665,1.03757,0.80611,1.80321,0.000374402,0.000374402,0.000374402
201,15505,1.34461,1.39646,1.83169,0.86939,0.88573,0.91254,0.69027,1.00378,0.79833,1.78518,0.000367967,0.000367967,0.000367967
202,15585.7,1.32339,1.29643,1.8061,0.85144,0.89093,0.91828,0.69217,1.05247,0.82459,1.80733,0.000361572,0.000361572,0.000361572
203,15665.3,1.33981,1.31449,1.83605,0.95105,0.85066,0.91695,0.68978,1.06133,0.83563,1.7935,0.000355216,0.000355216,0.000355216
204,15738.2,1.31736,1.29966,1.81585,0.92951,0.87944,0.91065,0.69997,1.01794,0.82416,1.75673,0.0003489,0.0003489,0.0003489
205,15819.1,1.31666,1.30922,1.82152,0.94466,0.8488,0.90889,0.70108,1.01758,0.83476,1.76429,0.000342625,0.000342625,0.000342625
206,15898.4,1.27934,1.27295,1.79182,0.92415,0.8577,0.91367,0.69113,1.024,0.80785,1.77698,0.000336392,0.000336392,0.000336392
207,15970.8,1.3431,1.33074,1.8448,0.90909,0.83808,0.91429,0.70801,0.99983,0.80042,1.7545,0.000330201,0.000330201,0.000330201
208,16052,1.30958,1.35189,1.82753,0.87482,0.8574,0.912,0.71819,0.96472,0.815,1.72406,0.000324053,0.000324053,0.000324053
209,16132.3,1.26378,1.25072,1.76703,0.92923,0.85182,0.918,0.717,0.96587,0.81784,1.72553,0.000317948,0.000317948,0.000317948
210,16193.9,1.28864,1.30143,1.78577,0.9174,0.85619,0.91657,0.69882,0.99813,0.80719,1.76677,0.000311888,0.000311888,0.000311888
211,16273.2,1.27439,1.25929,1.77982,0.92101,0.84952,0.91465,0.70066,0.98323,0.80018,1.74719,0.000305872,0.000305872,0.000305872
212,16353.5,1.2611,1.22064,1.75072,0.9106,0.85744,0.91515,0.7112,0.93745,0.78976,1.70129,0.000299902,0.000299902,0.000299902
213,16422.1,1.26514,1.26422,1.76511,0.91562,0.85189,0.91455,0.71218,0.95073,0.76334,1.73514,0.000293979,0.000293979,0.000293979
214,16504.6,1.25569,1.2407,1.76163,0.92202,0.87399,0.92444,0.71145,0.94909,0.77201,1.71029,0.000288102,0.000288102,0.000288102
215,16585.1,1.27823,1.29849,1.77902,0.92538,0.83689,0.91663,0.71828,0.9395,0.77089,1.70417,0.000282273,0.000282273,0.000282273
216,16655.7,1.31145,1.26818,1.79521,0.91884,0.87791,0.92089,0.71697,0.93235,0.75158,1.68423,0.000276492,0.000276492,0.000276492
217,16737.7,1.29615,1.29177,1.77249,0.94523,0.87306,0.92757,0.70837,0.96119,0.77588,1.71203,0.00027076,0.00027076,0.00027076
218,16818.4,1.27699,1.28381,1.77881,0.94119,0.84194,0.93002,0.72569,0.92613,0.74496,1.70808,0.000265077,0.000265077,0.000265077
219,16892,1.24997,1.25727,1.75838,0.95814,0.85161,0.92841,0.71957,0.94045,0.76325,1.70569,0.000259445,0.000259445,0.000259445
220,16972.1,1.27046,1.27031,1.78729,0.94134,0.85645,0.91403,0.72856,0.94651,0.76404,1.69989,0.000253863,0.000253863,0.000253863
221,17052,1.27341,1.24847,1.7784,0.9312,0.86262,0.91674,0.71239,0.94446,0.75446,1.71776,0.000248332,0.000248332,0.000248332
222,17117,1.22562,1.18312,1.74764,0.93266,0.866,0.93099,0.71221,0.96819,0.7563,1.7309,0.000242853,0.000242853,0.000242853
223,17199,1.28822,1.23189,1.76554,0.9312,0.87598,0.92606,0.71708,0.94368,0.76753,1.70821,0.000237427,0.000237427,0.000237427
224,17278.7,1.27809,1.28653,1.77445,0.8887,0.86562,0.9174,0.72027,0.9544,0.77771,1.71988,0.000232054,0.000232054,0.000232054
225,17349,1.3216,1.31711,1.81279,0.89908,0.85314,0.91448,0.71263,0.92855,0.7765,1.70106,0.000226735,0.000226735,0.000226735
226,17430.5,1.21683,1.18363,1.74189,0.86451,0.91514,0.92159,0.72104,0.90147,0.76102,1.68197,0.000221469,0.000221469,0.000221469
227,17510,1.26085,1.24818,1.77643,0.8899,0.90323,0.92458,0.72634,0.92137,0.7483,1.70609,0.000216259,0.000216259,0.000216259
228,17581.7,1.25934,1.23814,1.75592,0.90974,0.84973,0.91535,0.71782,0.91415,0.75575,1.69266,0.000211104,0.000211104,0.000211104
229,17662.5,1.27021,1.2665,1.76173,0.91887,0.87994,0.91197,0.72758,0.93637,0.74965,1.69944,0.000206005,0.000206005,0.000206005
230,17742.4,1.30378,1.31551,1.7881,0.87485,0.88862,0.91946,0.71883,0.96406,0.74572,1.72093,0.000200963,0.000200963,0.000200963
231,17810.8,1.22872,1.19029,1.72605,0.90699,0.8489,0.92137,0.71754,0.9262,0.74298,1.68861,0.000195978,0.000195978,0.000195978
232,17892.6,1.22745,1.23925,1.7308,0.92531,0.86025,0.91979,0.71765,0.93464,0.74606,1.6787,0.00019105,0.00019105,0.00019105
233,17973.4,1.24875,1.23742,1.73023,0.88835,0.92207,0.93216,0.73935,0.91648,0.74298,1.64882,0.000186181,0.000186181,0.000186181
234,18038.3,1.21376,1.20565,1.72582,0.90389,0.92196,0.9258,0.72372,0.92767,0.72932,1.69052,0.00018137,0.00018137,0.00018137
235,18118.8,1.25925,1.27252,1.7583,0.8984,0.90115,0.92041,0.71897,0.9403,0.72645,1.71491,0.000176619,0.000176619,0.000176619
236,18199.6,1.30033,1.28696,1.78442,0.91507,0.893,0.92743,0.71698,0.93701,0.71936,1.70339,0.000171927,0.000171927,0.000171927
237,18263.1,1.2764,1.30839,1.77227,0.91602,0.89619,0.92953,0.73,0.92976,0.72015,1.70039,0.000167296,0.000167296,0.000167296
238,18345.9,1.2279,1.22054,1.71767,0.913,0.90731,0.92813,0.72839,0.91657,0.72887,1.68662,0.000162725,0.000162725,0.000162725
239,18427.6,1.19754,1.16884,1.7116,0.91473,0.88136,0.92973,0.72569,0.90159,0.73503,1.67798,0.000158216,0.000158216,0.000158216
240,18489.9,1.26284,1.25776,1.75331,0.91217,0.85884,0.92245,0.72163,0.90412,0.73612,1.67348,0.000153768,0.000153768,0.000153768
241,18570.2,1.18007,1.1636,1.7105,0.93947,0.85881,0.92527,0.71537,0.91176,0.73393,1.67343,0.000149383,0.000149383,0.000149383
242,18648.9,1.19339,1.1654,1.69291,0.94076,0.84653,0.92651,0.7275,0.91584,0.7469,1.67046,0.00014506,0.00014506,0.00014506
243,18713.9,1.21798,1.19545,1.71071,0.91484,0.85771,0.91336,0.72302,0.904,0.76705,1.66385,0.000140801,0.000140801,0.000140801
244,18796.2,1.30128,1.30264,1.78802,0.93762,0.87408,0.922,0.72648,0.9044,0.75753,1.65881,0.000136605,0.000136605,0.000136605
245,18876.9,1.22371,1.26252,1.74456,0.92945,0.87399,0.92176,0.72355,0.91521,0.73943,1.66335,0.000132474,0.000132474,0.000132474
246,18949,1.23464,1.20857,1.71291,0.9168,0.85441,0.91441,0.72443,0.92664,0.74485,1.68046,0.000128407,0.000128407,0.000128407
247,19031.6,1.21645,1.19843,1.75172,0.92247,0.87758,0.9164,0.72259,0.92488,0.74346,1.68283,0.000124405,0.000124405,0.000124405
248,19112.2,1.19468,1.19964,1.71374,0.93546,0.86611,0.92006,0.73326,0.93526,0.74442,1.70146,0.000120469,0.000120469,0.000120469
249,19186.4,1.22587,1.22596,1.72233,0.93271,0.86209,0.91494,0.7297,0.92725,0.7229,1.69803,0.000116599,0.000116599,0.000116599
250,19268.3,1.22881,1.21546,1.74192,0.91822,0.86277,0.91644,0.72631,0.917,0.72389,1.67946,0.000112795,0.000112795,0.000112795
251,19391.8,1.06162,0.8802,1.58068,0.91739,0.86037,0.91453,0.72636,0.89814,0.74823,1.67147,0.000109058,0.000109058,0.000109058
252,19471.6,1.04389,0.82381,1.54331,0.91909,0.87949,0.91864,0.72901,0.89286,0.74242,1.66782,0.000105388,0.000105388,0.000105388
253,19551.5,1.04331,0.8086,1.55468,0.92979,0.86209,0.91431,0.73956,0.89448,0.74708,1.66773,0.000101785,0.000101785,0.000101785
254,19615.5,1.05932,0.82163,1.55058,0.91692,0.8715,0.92119,0.74418,0.89991,0.73294,1.6738,9.82506e-05,9.82506e-05,9.82506e-05
255,19695.8,1.01622,0.79864,1.53095,0.91671,0.87798,0.91963,0.74806,0.88441,0.71445,1.66321,9.47845e-05,9.47845e-05,9.47845e-05
256,19778.3,1.02987,0.81449,1.54594,0.9372,0.88558,0.92151,0.74725,0.88722,0.69883,1.65721,9.13871e-05,9.13871e-05,9.13871e-05
257,19840.9,1.02572,0.76493,1.5233,0.9353,0.88341,0.92105,0.75029,0.87773,0.70343,1.62604,8.80588e-05,8.80588e-05,8.80588e-05
258,19922.4,1.00168,0.74988,1.51462,0.924,0.89153,0.92132,0.74896,0.87525,0.70379,1.619,8.48e-05,8.48e-05,8.48e-05
259,20002.8,1.02626,0.77367,1.52538,0.9498,0.89152,0.92256,0.73756,0.88282,0.70906,1.62331,8.16111e-05,8.16111e-05,8.16111e-05
260,20075.9,1.00918,0.75798,1.50422,0.94982,0.89678,0.92603,0.75108,0.87433,0.70492,1.6216,7.84923e-05,7.84923e-05,7.84923e-05
261,20158.1,1.01533,0.75998,1.53108,0.93295,0.89499,0.92522,0.75415,0.86196,0.69931,1.61439,7.54441e-05,7.54441e-05,7.54441e-05
262,20239.8,1.0019,0.73081,1.49164,0.92984,0.89631,0.92353,0.75685,0.85584,0.68968,1.6037,7.24667e-05,7.24667e-05,7.24667e-05
263,20310.1,0.9794,0.72597,1.49836,0.92756,0.87916,0.9191,0.75154,0.86643,0.68902,1.64192,6.95605e-05,6.95605e-05,6.95605e-05
264,20390.3,0.99433,0.77373,1.51655,0.9341,0.87856,0.92383,0.75441,0.86152,0.6921,1.64061,6.67258e-05,6.67258e-05,6.67258e-05
265,20471.5,1.00521,0.74313,1.49633,0.93511,0.87994,0.92033,0.75287,0.85053,0.70222,1.60514,6.3963e-05,6.3963e-05,6.3963e-05
266,20545.4,0.99272,0.73057,1.4704,0.92295,0.87342,0.92136,0.7495,0.84802,0.69433,1.59977,6.12722e-05,6.12722e-05,6.12722e-05
267,20626.1,0.99983,0.75029,1.50409,0.92105,0.89749,0.9204,0.75129,0.85705,0.68001,1.62988,5.86539e-05,5.86539e-05,5.86539e-05
268,20706.3,0.9731,0.72374,1.476,0.9194,0.89749,0.9195,0.75402,0.8381,0.68352,1.59259,5.61083e-05,5.61083e-05,5.61083e-05
269,20778.7,0.99927,0.73916,1.49973,0.91629,0.89749,0.91862,0.75563,0.85264,0.67899,1.63301,5.36357e-05,5.36357e-05,5.36357e-05
270,20859.5,0.98837,0.73651,1.49228,0.9281,0.88404,0.91861,0.75518,0.84656,0.67539,1.63173,5.12363e-05,5.12363e-05,5.12363e-05
271,20940,0.97103,0.73067,1.48184,0.92837,0.87994,0.92066,0.76285,0.82739,0.67995,1.59162,4.89104e-05,4.89104e-05,4.89104e-05
272,21003.3,0.96994,0.72818,1.48637,0.94872,0.87664,0.92121,0.76005,0.82404,0.68043,1.58171,4.66583e-05,4.66583e-05,4.66583e-05
273,21086.8,1.00949,0.73668,1.48965,0.93204,0.87399,0.91982,0.76131,0.83874,0.68339,1.59034,4.44803e-05,4.44803e-05,4.44803e-05
274,21167.9,0.97988,0.7426,1.47811,0.92147,0.88166,0.9208,0.75881,0.86034,0.68614,1.63173,4.23765e-05,4.23765e-05,4.23765e-05
275,21241.8,0.98245,0.73379,1.52213,0.93424,0.88482,0.92086,0.76005,0.85425,0.68084,1.62559,4.03471e-05,4.03471e-05,4.03471e-05
276,21325.3,1.00463,0.75372,1.49719,0.94387,0.87592,0.92135,0.75341,0.85267,0.67046,1.62527,3.83925e-05,3.83925e-05,3.83925e-05
277,21406.5,0.96301,0.72947,1.47013,0.94301,0.86935,0.92268,0.76102,0.8553,0.671,1.63098,3.65129e-05,3.65129e-05,3.65129e-05
278,21473.8,0.98739,0.7219,1.48963,0.94129,0.87994,0.9208,0.7535,0.85087,0.66677,1.62801,3.47083e-05,3.47083e-05,3.47083e-05
279,21555.1,0.96024,0.72051,1.47524,0.93952,0.87994,0.92066,0.75725,0.84996,0.66969,1.62062,3.29791e-05,3.29791e-05,3.29791e-05
280,21637,0.96925,0.7013,1.47322,0.93439,0.87994,0.92131,0.76428,0.8407,0.66689,1.60815,3.13254e-05,3.13254e-05,3.13254e-05
281,21709.3,0.96959,0.71699,1.48061,0.93324,0.88567,0.92237,0.76384,0.83919,0.67451,1.5878,2.97474e-05,2.97474e-05,2.97474e-05
282,21785.8,0.96131,0.72339,1.48499,0.94279,0.87994,0.92165,0.76479,0.84145,0.67024,1.5888,2.82453e-05,2.82453e-05,2.82453e-05
283,21866.9,0.95582,0.7114,1.46857,0.94732,0.87945,0.92063,0.76717,0.85523,0.67077,1.61991,2.68192e-05,2.68192e-05,2.68192e-05
284,21929.7,0.97349,0.73988,1.48764,0.93568,0.87523,0.91862,0.76157,0.83936,0.67097,1.58311,2.54693e-05,2.54693e-05,2.54693e-05
285,22009.4,0.96849,0.70913,1.47065,0.94211,0.87787,0.9188,0.75991,0.83516,0.66602,1.58429,2.41958e-05,2.41958e-05,2.41958e-05
286,22089.6,0.96972,0.72203,1.47209,0.94347,0.87914,0.92008,0.76066,0.82803,0.66525,1.57874,2.29987e-05,2.29987e-05,2.29987e-05
287,22155.1,0.96577,0.71399,1.47786,0.9385,0.87994,0.91958,0.76083,0.82507,0.6639,1.57882,2.18783e-05,2.18783e-05,2.18783e-05
288,22234.9,0.95198,0.71339,1.46365,0.93769,0.87994,0.9219,0.75942,0.82941,0.67094,1.57989,2.08346e-05,2.08346e-05,2.08346e-05
289,22313.8,0.95454,0.72871,1.45565,0.93401,0.87994,0.92068,0.7622,0.83685,0.66882,1.58777,1.98677e-05,1.98677e-05,1.98677e-05
290,22386.3,0.95192,0.72811,1.47695,0.93282,0.87994,0.92148,0.76629,0.83992,0.67242,1.58912,1.89778e-05,1.89778e-05,1.89778e-05
291,22465.9,0.97038,0.72031,1.47397,0.92994,0.87994,0.92066,0.7623,0.83786,0.67127,1.58724,1.8165e-05,1.8165e-05,1.8165e-05
292,22545.9,0.97737,0.7065,1.47246,0.93339,0.87994,0.92239,0.7596,0.83615,0.67157,1.5867,1.74293e-05,1.74293e-05,1.74293e-05
293,22616.9,0.9474,0.70484,1.46652,0.92617,0.87994,0.92152,0.76541,0.83595,0.66772,1.58621,1.67708e-05,1.67708e-05,1.67708e-05
294,22696.4,0.9602,0.71637,1.47632,0.93846,0.87994,0.92526,0.7684,0.82989,0.66661,1.58149,1.61896e-05,1.61896e-05,1.61896e-05
295,22771.9,0.97772,0.71626,1.4696,0.94709,0.87295,0.9197,0.76425,0.82304,0.67101,1.57513,1.56858e-05,1.56858e-05,1.56858e-05
296,22837.4,0.95817,0.71398,1.46686,0.94462,0.87415,0.92702,0.77257,0.83131,0.67103,1.58512,1.52594e-05,1.52594e-05,1.52594e-05
297,22915.6,0.94844,0.70316,1.45544,0.95367,0.88885,0.92847,0.77259,0.82988,0.6691,1.58504,1.49105e-05,1.49105e-05,1.49105e-05
298,22995.8,0.97142,0.70258,1.46868,0.94179,0.87994,0.92706,0.77076,0.82329,0.66575,1.57931,1.4639e-05,1.4639e-05,1.4639e-05
299,23062.9,0.9488,0.70305,1.47254,0.93896,0.87994,0.92274,0.76503,0.81915,0.66699,1.57851,1.44451e-05,1.44451e-05,1.44451e-05
300,23141.9,0.95735,0.71797,1.47188,0.93702,0.87399,0.92768,0.76727,0.8199,0.66769,1.57587,1.43288e-05,1.43288e-05,1.43288e-05
